DATE,SEASON_ID,CONFERENCE,TEAM,TEAM_LVL,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD
2021-10-11,2021,East,Brooklyn,중위팀,3,2,1,0.667,1-0,1-1
2021-10-11,2021,East,New York,중위팀,2,2,0,1.0,1-0,1-0
2021-10-11,2021,East,Boston,중위팀,2,2,0,1.0,2-0,0-0
2021-10-11,2021,East,Chicago,중위팀,3,3,0,1.0,2-0,1-0
2021-10-11,2021,East,Miami,상위팀,4,4,0,1.0,2-0,2-0
2021-10-11,2021,East,Cleveland,하위팀,4,1,3,0.25,0-2,1-1
2021-10-11,2021,East,Philadelphia,상위팀,3,2,1,0.667,2-0,0-1
2021-10-11,2021,East,Orlando,하위팀,3,0,3,0.0,0-1,0-2
2021-10-11,2021,West,San Antonio,중위팀,4,2,2,0.5,1-1,1-1
2021-10-11,2021,West,Minnesota,중위팀,3,3,0,1.0,1-0,2-0
2021-10-11,2021,West,Sacramento,중위팀,3,3,0,1.0,1-0,2-0
2021-10-11,2021,West,Dallas,중위팀,2,2,0,1.0,2-0,0-0
2021-10-11,2021,West,Phoenix,상위팀,3,2,1,0.667,1-0,1-1
2021-10-11,2021,East,Washington,중위팀,2,0,2,0.0,0-1,0-1
2021-10-11,2021,West,Houston,하위팀,3,1,2,0.333,1-1,0-1
2021-10-11,2021,West,Utah,상위팀,3,1,2,0.333,1-0,0-2
2021-10-11,2021,West,L.A. Clippers,,4,1,3,0.25,1-2,0-1
2021-10-11,2021,West,New Orleans,중위팀,4,1,3,0.25,1-0,0-3
2021-10-11,2021,West,L.A. Lakers,중위팀,4,0,4,0.0,0-2,0-2
2021-10-11,2021,West,Denver,상위팀,3,0,3,0.0,0-1,0-2
2021-10-11,2021,West,Oklahoma City,하위팀,2,0,2,0.0,0-1,0-1
2021-10-11,2021,West,Portland,중위팀,2,0,2,0.0,0-2,0-0
2021-10-11,2021,West,Golden State,중위팀,3,3,0,1.0,2-0,1-0
2021-10-12,2021,East,Chicago,중위팀,3,3,0,1.0,2-0,1-0
2021-10-12,2021,East,Miami,상위팀,4,4,0,1.0,2-0,2-0
2021-10-12,2021,East,Cleveland,하위팀,4,1,3,0.25,0-2,1-1
2021-10-12,2021,East,Washington,중위팀,3,0,3,0.0,0-2,0-1
2021-10-12,2021,East,Boston,중위팀,2,2,0,1.0,2-0,0-0
2021-10-12,2021,East,Orlando,하위팀,3,0,3,0.0,0-1,0-2
2021-10-12,2021,East,New York,중위팀,2,2,0,1.0,1-0,1-0
2021-10-12,2021,West,Golden State,중위팀,4,4,0,1.0,2-0,2-0
2021-10-12,2021,East,Philadelphia,상위팀,3,2,1,0.667,2-0,0-1
2021-10-12,2021,West,Minnesota,중위팀,3,3,0,1.0,1-0,2-0
2021-10-12,2021,West,Sacramento,중위팀,3,3,0,1.0,1-0,2-0
2021-10-12,2021,West,Dallas,중위팀,2,2,0,1.0,2-0,0-0
2021-10-12,2021,West,Memphis,중위팀,4,3,1,0.75,2-1,1-0
2021-10-12,2021,West,Phoenix,상위팀,3,2,1,0.667,1-0,1-1
2021-10-12,2021,West,San Antonio,중위팀,4,2,2,0.5,1-1,1-1
2021-10-12,2021,East,Charlotte,중위팀,3,1,2,0.333,0-1,1-1
2021-10-12,2021,West,Houston,하위팀,3,1,2,0.333,1-1,0-1
2021-10-12,2021,West,L.A. Clippers,,4,1,3,0.25,1-2,0-1
2021-10-12,2021,West,New Orleans,중위팀,4,1,3,0.25,1-0,0-3
2021-10-12,2021,West,L.A. Lakers,중위팀,5,0,5,0.0,0-3,0-2
2021-10-12,2021,West,Denver,상위팀,3,0,3,0.0,0-1,0-2
2021-10-12,2021,West,Oklahoma City,하위팀,2,0,2,0.0,0-1,0-1
2021-10-12,2021,West,Portland,중위팀,2,0,2,0.0,0-2,0-0
2021-10-12,2021,West,Utah,상위팀,3,1,2,0.333,1-0,0-2
2021-10-12,2021,East,Brooklyn,중위팀,3,2,1,0.667,1-0,1-1
2021-10-12,2021,East,Milwaukee,상위팀,3,1,2,0.333,1-0,0-2
2021-10-12,2021,East,Toronto,중위팀,5,3,2,0.6,2-0,1-2
2021-10-12,2021,East,Detroit,하위팀,2,1,1,0.5,1-0,0-1
2021-10-12,2021,East,Indiana,중위팀,2,1,1,0.5,0-0,1-1
2021-10-12,2021,East,Atlanta,중위팀,3,1,2,0.333,0-1,1-1
2021-10-13,2021,East,Miami,상위팀,4,4,0,1.0,2-0,2-0
2021-10-13,2021,East,Orlando,하위팀,4,1,3,0.25,1-1,0-2
2021-10-13,2021,East,Milwaukee,상위팀,4,1,3,0.25,1-0,0-3
2021-10-13,2021,East,Cleveland,하위팀,4,1,3,0.25,0-2,1-1
2021-10-13,2021,East,Charlotte,중위팀,4,1,3,0.25,0-2,1-1
2021-10-13,2021,East,Detroit,하위팀,3,1,2,0.333,1-0,0-2
2021-10-13,2021,East,Atlanta,중위팀,3,1,2,0.333,0-1,1-1
2021-10-13,2021,East,Toronto,중위팀,5,3,2,0.6,2-0,1-2
2021-10-13,2021,East,Philadelphia,상위팀,3,2,1,0.667,2-0,0-1
2021-10-13,2021,East,Indiana,중위팀,3,2,1,0.667,1-0,1-1
2021-10-13,2021,East,Brooklyn,중위팀,3,2,1,0.667,1-0,1-1
2021-10-13,2021,East,Boston,중위팀,3,2,1,0.667,2-0,0-1
2021-10-13,2021,East,New York,중위팀,3,3,0,1.0,2-0,1-0
2021-10-13,2021,East,Chicago,중위팀,3,3,0,1.0,2-0,1-0
2021-10-13,2021,East,Washington,중위팀,3,0,3,0.0,0-2,0-1
2021-10-13,2021,West,Denver,상위팀,4,0,4,0.0,0-1,0-3
2021-10-13,2021,West,Portland,중위팀,3,0,3,0.0,0-2,0-1
2021-10-13,2021,West,L.A. Lakers,중위팀,5,0,5,0.0,0-3,0-2
2021-10-13,2021,West,New Orleans,중위팀,4,1,3,0.25,1-0,0-3
2021-10-13,2021,West,L.A. Clippers,,4,1,3,0.25,1-2,0-1
2021-10-13,2021,West,Houston,하위팀,3,1,2,0.333,1-1,0-1
2021-10-13,2021,West,Utah,상위팀,4,2,2,0.5,2-0,0-2
2021-10-13,2021,West,San Antonio,중위팀,4,2,2,0.5,1-1,1-1
2021-10-13,2021,West,Oklahoma City,하위팀,3,1,2,0.333,1-1,0-1
2021-10-13,2021,West,Phoenix,상위팀,4,3,1,0.75,2-0,1-1
2021-10-13,2021,West,Sacramento,중위팀,3,3,0,1.0,1-0,2-0
2021-10-13,2021,West,Minnesota,중위팀,3,3,0,1.0,1-0,2-0
2021-10-13,2021,West,Dallas,중위팀,3,3,0,1.0,2-0,1-0
2021-10-13,2021,West,Golden State,중위팀,4,4,0,1.0,2-0,2-0
2021-10-13,2021,West,Memphis,중위팀,5,3,2,0.6,2-1,1-1
2021-10-14,2021,East,Charlotte,중위팀,4,1,3,0.25,0-2,1-1
2021-10-14,2021,West,Golden State,중위팀,4,4,0,1.0,2-0,2-0
2021-10-14,2021,West,Denver,상위팀,5,1,4,0.2,0-1,1-3
2021-10-14,2021,West,Sacramento,중위팀,4,4,0,1.0,2-0,2-0
2021-10-14,2021,West,Dallas,중위팀,3,3,0,1.0,2-0,1-0
2021-10-14,2021,West,Minnesota,중위팀,4,3,1,0.75,1-0,2-1
2021-10-14,2021,East,Milwaukee,상위팀,4,1,3,0.25,1-0,0-3
2021-10-14,2021,East,Cleveland,하위팀,4,1,3,0.25,0-2,1-1
2021-10-14,2021,West,Portland,중위팀,3,0,3,0.0,0-2,0-1
2021-10-14,2021,East,Detroit,하위팀,3,1,2,0.333,1-0,0-2
2021-10-14,2021,East,Toronto,중위팀,5,3,2,0.6,2-0,1-2
2021-10-14,2021,East,Orlando,하위팀,4,1,3,0.25,1-1,0-2
2021-10-14,2021,East,Washington,중위팀,3,0,3,0.0,0-2,0-1
2021-10-14,2021,West,Phoenix,상위팀,4,3,1,0.75,2-0,1-1
2021-10-14,2021,West,Memphis,중위팀,5,3,2,0.6,2-1,1-1
2021-10-14,2021,West,San Antonio,중위팀,4,2,2,0.5,1-1,1-1
2021-10-14,2021,West,Utah,상위팀,4,2,2,0.5,2-0,0-2
2021-10-14,2021,East,Atlanta,중위팀,4,2,2,0.5,1-1,1-1
2021-10-14,2021,West,L.A. Clippers,,4,1,3,0.25,1-2,0-1
2021-10-14,2021,West,Houston,하위팀,3,1,2,0.333,1-1,0-1
2021-10-14,2021,West,Oklahoma City,하위팀,4,1,3,0.25,1-2,0-1
2021-10-14,2021,East,Chicago,중위팀,3,3,0,1.0,2-0,1-0
2021-10-14,2021,East,New York,중위팀,3,3,0,1.0,2-0,1-0
2021-10-14,2021,East,Miami,상위팀,5,4,1,0.8,2-0,2-1
2021-10-14,2021,East,Brooklyn,중위팀,4,3,1,0.75,2-0,1-1
2021-10-14,2021,East,Boston,중위팀,3,2,1,0.667,2-0,0-1
2021-10-14,2021,East,Indiana,중위팀,3,2,1,0.667,1-0,1-1
2021-10-14,2021,East,Philadelphia,상위팀,3,2,1,0.667,2-0,0-1
2021-10-14,2021,West,New Orleans,중위팀,4,1,3,0.25,1-0,0-3
2021-10-14,2021,West,L.A. Lakers,중위팀,6,0,6,0.0,0-3,0-3
2021-10-15,2021,West,Portland,중위팀,4,0,4,0.0,0-2,0-2
2021-10-15,2021,West,L.A. Lakers,중위팀,6,0,6,0.0,0-3,0-3
2021-10-15,2021,West,Denver,상위팀,5,1,4,0.2,0-1,1-3
2021-10-15,2021,West,Oklahoma City,하위팀,4,1,3,0.25,1-2,0-1
2021-10-15,2021,West,Golden State,중위팀,5,5,0,1.0,3-0,2-0
2021-10-15,2021,West,Dallas,중위팀,4,4,0,1.0,2-0,2-0
2021-10-15,2021,East,Washington,중위팀,4,0,4,0.0,0-2,0-2
2021-10-15,2021,East,Chicago,중위팀,4,4,0,1.0,3-0,1-0
2021-10-15,2021,East,New York,중위팀,4,4,0,1.0,3-0,1-0
2021-10-15,2021,East,Miami,상위팀,6,5,1,0.833,3-0,2-1
2021-10-15,2021,East,Brooklyn,중위팀,4,3,1,0.75,2-0,1-1
2021-10-15,2021,East,Toronto,중위팀,5,3,2,0.6,2-0,1-2
2021-10-15,2021,East,Atlanta,중위팀,4,2,2,0.5,1-1,1-1
2021-10-15,2021,East,Boston,중위팀,4,2,2,0.5,2-0,0-2
2021-10-15,2021,East,Detroit,하위팀,4,2,2,0.5,2-0,0-2
2021-10-15,2021,East,Indiana,중위팀,4,2,2,0.5,1-1,1-1
2021-10-15,2021,East,Philadelphia,상위팀,4,2,2,0.5,2-0,0-2
2021-10-15,2021,East,Cleveland,하위팀,5,2,3,0.4,0-2,2-1
2021-10-15,2021,East,Charlotte,중위팀,4,1,3,0.25,0-2,1-1
2021-10-15,2021,East,Orlando,하위팀,4,1,3,0.25,1-1,0-2
2021-10-15,2021,West,L.A. Clippers,,4,1,3,0.25,1-2,0-1
2021-10-15,2021,West,New Orleans,중위팀,4,1,3,0.25,1-0,0-3
2021-10-15,2021,West,Utah,상위팀,4,2,2,0.5,2-0,0-2
2021-10-15,2021,West,Houston,하위팀,4,1,3,0.25,1-1,0-2
2021-10-15,2021,West,Sacramento,중위팀,4,4,0,1.0,2-0,2-0
2021-10-15,2021,West,Minnesota,중위팀,4,3,1,0.75,1-0,2-1
2021-10-15,2021,East,Milwaukee,상위팀,5,1,4,0.2,1-1,0-3
2021-10-15,2021,West,San Antonio,중위팀,5,3,2,0.6,2-1,1-1
2021-10-15,2021,West,Memphis,중위팀,6,3,3,0.5,2-1,1-2
2021-10-15,2021,West,Phoenix,상위팀,4,3,1,0.75,2-0,1-1
2022-09-30,2022,East,Washington,중위팀,1,0,1,0.0,0-1,0-0
2022-09-30,2022,East,Orlando,하위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,New York,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Milwaukee,상위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Miami,상위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Indiana,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Detroit,하위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Cleveland,하위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Chicago,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Charlotte,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Brooklyn,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Boston,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Atlanta,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Toronto,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,East,Philadelphia,상위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Utah,상위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,L.A. Clippers,,1,1,0,1.0,1-0,0-0
2022-09-30,2022,West,Dallas,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Denver,상위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Houston,하위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Golden State,중위팀,1,1,0,1.0,0-0,1-0
2022-09-30,2022,West,Memphis,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Minnesota,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,L.A. Lakers,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Oklahoma City,하위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Phoenix,상위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Portland,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,Sacramento,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,San Antonio,중위팀,0,0,0,0.0,0-0,0-0
2022-09-30,2022,West,New Orleans,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Dallas,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Denver,상위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Houston,하위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,L.A. Lakers,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Minnesota,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Golden State,중위팀,1,1,0,1.0,0-0,1-0
2022-10-01,2022,West,Phoenix,상위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Portland,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Sacramento,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,San Antonio,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Utah,상위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,Memphis,중위팀,1,1,0,1.0,0-0,1-0
2022-10-01,2022,West,Oklahoma City,하위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Philadelphia,상위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Chicago,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,New York,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Miami,상위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Indiana,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Detroit,하위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Cleveland,하위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Charlotte,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Brooklyn,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Boston,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Atlanta,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Washington,중위팀,1,0,1,0.0,0-1,0-0
2022-10-01,2022,East,Milwaukee,상위팀,1,0,1,0.0,0-1,0-0
2022-10-01,2022,West,L.A. Clippers,,1,1,0,1.0,1-0,0-0
2022-10-01,2022,East,Orlando,하위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,East,Toronto,중위팀,0,0,0,0.0,0-0,0-0
2022-10-01,2022,West,New Orleans,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Orlando,하위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Washington,중위팀,2,0,2,0.0,0-1,0-1
2022-10-02,2022,East,Charlotte,중위팀,1,0,1,0.0,0-0,0-1
2022-10-02,2022,East,Atlanta,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Brooklyn,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Chicago,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Cleveland,하위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Detroit,하위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Indiana,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Miami,상위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,New York,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,East,Philadelphia,상위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,Oklahoma City,하위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,New Orleans,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,Minnesota,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,L.A. Lakers,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,Denver,상위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,Dallas,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,Utah,상위팀,1,0,1,0.0,0-0,0-1
2022-10-02,2022,West,San Antonio,중위팀,1,0,1,0.0,0-0,0-1
2022-10-02,2022,West,Phoenix,상위팀,1,0,1,0.0,0-1,0-0
2022-10-02,2022,West,Memphis,중위팀,1,1,0,1.0,0-0,1-0
2022-10-02,2022,West,L.A. Clippers,,1,1,0,1.0,1-0,0-0
2022-10-02,2022,West,Houston,하위팀,1,1,0,1.0,1-0,0-0
2022-10-02,2022,East,Toronto,중위팀,1,1,0,1.0,1-0,0-0
2022-10-02,2022,East,Boston,중위팀,1,1,0,1.0,1-0,0-0
2022-10-02,2022,East,Milwaukee,상위팀,1,0,1,0.0,0-1,0-0
2022-10-02,2022,West,Golden State,중위팀,2,2,0,1.0,1-0,1-0
2022-10-02,2022,West,Sacramento,중위팀,0,0,0,0.0,0-0,0-0
2022-10-02,2022,West,Portland,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,West,Golden State,중위팀,2,2,0,1.0,1-0,1-0
2022-10-03,2022,West,L.A. Clippers,,2,2,0,1.0,2-0,0-0
2022-10-03,2022,West,Memphis,중위팀,2,2,0,1.0,1-0,1-0
2022-10-03,2022,West,Houston,하위팀,1,1,0,1.0,1-0,0-0
2022-10-03,2022,West,Oklahoma City,하위팀,1,1,0,1.0,0-0,1-0
2022-10-03,2022,West,Sacramento,중위팀,1,1,0,1.0,0-0,1-0
2022-10-03,2022,West,L.A. Lakers,중위팀,1,0,1,0.0,0-1,0-0
2022-10-03,2022,West,Phoenix,상위팀,1,0,1,0.0,0-1,0-0
2022-10-03,2022,West,Portland,중위팀,1,0,1,0.0,0-0,0-1
2022-10-03,2022,West,San Antonio,중위팀,1,0,1,0.0,0-0,0-1
2022-10-03,2022,West,Utah,상위팀,1,0,1,0.0,0-0,0-1
2022-10-03,2022,West,Dallas,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,West,Minnesota,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,West,Denver,상위팀,1,0,1,0.0,0-1,0-0
2022-10-03,2022,East,Atlanta,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Chicago,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Boston,중위팀,1,1,0,1.0,1-0,0-0
2022-10-03,2022,East,Cleveland,하위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Detroit,하위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Indiana,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Miami,상위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,New York,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Orlando,하위팀,1,0,1,0.0,0-0,0-1
2022-10-03,2022,East,Milwaukee,상위팀,1,0,1,0.0,0-1,0-0
2022-10-03,2022,East,Charlotte,중위팀,1,0,1,0.0,0-0,0-1
2022-10-03,2022,East,Brooklyn,중위팀,1,0,1,0.0,0-1,0-0
2022-10-03,2022,West,New Orleans,중위팀,0,0,0,0.0,0-0,0-0
2022-10-03,2022,East,Washington,중위팀,2,0,2,0.0,0-1,0-1
2022-10-03,2022,East,Toronto,중위팀,1,1,0,1.0,1-0,0-0
2022-10-03,2022,East,Philadelphia,상위팀,1,1,0,1.0,0-0,1-0
2022-10-04,2022,West,Dallas,중위팀,0,0,0,0.0,0-0,0-0
2022-10-04,2022,East,Indiana,중위팀,0,0,0,0.0,0-0,0-0
2022-10-04,2022,East,Cleveland,하위팀,0,0,0,0.0,0-0,0-0
2022-10-04,2022,East,Boston,중위팀,1,1,0,1.0,1-0,0-0
2022-10-04,2022,East,New York,중위팀,1,1,0,1.0,1-0,0-0
2022-10-04,2022,East,Philadelphia,상위팀,1,1,0,1.0,0-0,1-0
2022-10-04,2022,East,Toronto,중위팀,1,1,0,1.0,1-0,0-0
2022-10-04,2022,East,Washington,중위팀,2,0,2,0.0,0-1,0-1
2022-10-04,2022,East,Brooklyn,중위팀,1,0,1,0.0,0-1,0-0
2022-10-04,2022,East,Atlanta,중위팀,0,0,0,0.0,0-0,0-0
2022-10-04,2022,East,Chicago,중위팀,1,0,1,0.0,0-1,0-0
2022-10-04,2022,East,Detroit,하위팀,1,0,1,0.0,0-0,0-1
2022-10-04,2022,East,Miami,상위팀,1,0,1,0.0,0-1,0-0
2022-10-04,2022,East,Milwaukee,상위팀,1,0,1,0.0,0-1,0-0
2022-10-04,2022,East,Orlando,하위팀,1,0,1,0.0,0-0,0-1
2022-10-04,2022,East,Charlotte,중위팀,1,0,1,0.0,0-0,0-1
2022-10-04,2022,West,San Antonio,중위팀,1,0,1,0.0,0-0,0-1
2022-10-04,2022,West,New Orleans,중위팀,1,1,0,1.0,0-0,1-0
2022-10-04,2022,West,Utah,상위팀,2,1,1,0.5,0-0,1-1
2022-10-04,2022,West,Sacramento,중위팀,1,1,0,1.0,0-0,1-0
2022-10-04,2022,West,Oklahoma City,하위팀,1,1,0,1.0,0-0,1-0
2022-10-04,2022,West,Minnesota,중위팀,1,1,0,1.0,0-0,1-0
2022-10-04,2022,West,Houston,하위팀,1,1,0,1.0,1-0,0-0
2022-10-04,2022,West,Memphis,중위팀,2,2,0,1.0,1-0,1-0
2022-10-04,2022,West,L.A. Clippers,,2,2,0,1.0,2-0,0-0
2022-10-04,2022,West,Portland,중위팀,2,0,2,0.0,0-1,0-1
2022-10-04,2022,West,Golden State,중위팀,2,2,0,1.0,1-0,1-0
2022-10-04,2022,West,L.A. Lakers,중위팀,1,0,1,0.0,0-1,0-0
2022-10-04,2022,West,Phoenix,상위팀,1,0,1,0.0,0-1,0-0
2022-10-04,2022,West,Denver,상위팀,1,0,1,0.0,0-1,0-0
2022-10-05,2022,West,Denver,상위팀,1,0,1,0.0,0-1,0-0
2022-10-05,2022,West,L.A. Lakers,중위팀,2,0,2,0.0,0-2,0-0
2022-10-05,2022,West,Utah,상위팀,2,1,1,0.5,0-0,1-1
2022-10-05,2022,West,Phoenix,상위팀,2,1,1,0.5,0-1,1-0
